Age,Mileage,SocioEcon,GoodStudent,RiskAversion,OtherCar,VehicleYear,MakeModel,SeniorTrain,HomeBase,AntiTheft,RuggedAuto,Antilock,CarValue,Airbag,DrivingSkill,Theft,Cushioning,DrivQuality,DrivHist,Accident,ThisCarDam,OtherCarCost,MedCost,ILiCost,ThisCarCost,PropCost
Adult,Domino,Prole,False,Normal,True,Older,FamilySedan,False,City,False,Football,False,FiveThou,True,Normal,False,Excellent,Normal,Zero,Moderate,Severe,HundredThou,Thousand,HundredThou,TenThou,HundredThou
Adolescent,TwentyThou,Middle,False,Adventurous,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,False,Expert,False,Excellent,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Cautious,False,Current,Economy,False,City,True,EggShell,False,TenThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Cautious,True,Older,FamilySedan,False,City,True,Football,False,TenThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,EggShell,True,TwentyThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Normal,True,Older,Economy,False,Rural,False,Football,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,TwentyThou,Prole,True,Adventurous,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,False,Current,Economy,False,City,False,EggShell,False,TwentyThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,TwentyThou,Prole,False,Cautious,True,Older,FamilySedan,True,City,True,Tank,False,TwentyThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,False,Older,Economy,False,City,True,EggShell,False,TenThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,False,Adventurous,True,Current,Economy,False,City,False,Football,False,TenThou,True,Expert,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,SportsCar,False,Suburb,False,EggShell,True,TwentyThou,True,Normal,False,Poor,Poor,Zero,Severe,Severe,TenThou,TenThou,Thousand,HundredThou,HundredThou
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,Luxury,False,Suburb,False,Football,True,FiftyThou,True,Normal,False,Good,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Tank,False,TwentyThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Middle,False,Adventurous,True,Current,FamilySedan,False,Rural,False,Football,False,TwentyThou,True,Normal,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Older,Economy,False,City,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,False,Older,FamilySedan,False,City,False,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,Mild,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Cautious,False,Older,Economy,False,Rural,True,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Normal,False,Current,SportsCar,False,Suburb,False,EggShell,False,TwentyThou,True,SubStandard,False,Fair,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiftyThou,Middle,False,Cautious,True,Older,FamilySedan,True,Secure,True,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,Domino,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Tank,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Severe,Severe,HundredThou,Thousand,Thousand,Thousand,HundredThou
Adult,TwentyThou,UpperMiddle,False,Cautious,True,Older,Luxury,False,Secure,True,EggShell,False,TwentyThou,True,Normal,False,Fair,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,UpperMiddle,False,Normal,True,Current,Luxury,False,Secure,True,EggShell,True,FiftyThou,True,Normal,False,Poor,Normal,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Secure,False,Football,False,TwentyThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Middle,False,Cautious,True,Current,FamilySedan,True,Secure,True,EggShell,True,TwentyThou,True,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Adventurous,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,TwentyThou,Prole,False,Cautious,False,Older,Economy,False,Rural,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,One,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Normal,True,Current,Luxury,False,Suburb,True,Football,True,FiftyThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Cautious,True,Older,Economy,False,Rural,True,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,Domino,Middle,False,Normal,True,Older,SportsCar,False,Suburb,True,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,One,Moderate,Moderate,TenThou,Thousand,Thousand,TenThou,TenThou
Adult,TwentyThou,Prole,False,Adventurous,False,Older,FamilySedan,False,City,False,Tank,False,FiveThou,False,Expert,False,Excellent,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,False,Older,FamilySedan,False,City,True,Football,False,FiveThou,False,SubStandard,False,Fair,Poor,Zero,Severe,Severe,TenThou,HundredThou,Thousand,TenThou,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,True,Tank,True,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiveThou,UpperMiddle,False,Cautious,False,Current,FamilySedan,True,Secure,True,EggShell,True,TwentyThou,True,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,True,Current,FamilySedan,False,Secure,True,Football,True,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Older,Economy,False,Secure,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Middle,False,Normal,True,Older,FamilySedan,False,Rural,False,Football,False,FiveThou,True,SubStandard,False,Good,Poor,Many,Severe,Severe,TenThou,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Adventurous,False,Older,SportsCar,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,True,Current,Economy,False,Rural,True,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,Moderate,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,FiftyThou,Prole,False,Cautious,False,Older,FamilySedan,False,City,True,Football,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Suburb,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,TenThou,False,SubStandard,False,Poor,Poor,Many,Moderate,Moderate,Thousand,Million,Thousand,TenThou,TenThou
Adult,TwentyThou,UpperMiddle,False,Normal,True,Current,SportsCar,False,Suburb,True,EggShell,True,TwentyThou,True,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Middle,False,Normal,False,Older,FamilySedan,False,Suburb,True,Football,False,FiveThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Normal,True,Older,Economy,False,Rural,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,False,Current,FamilySedan,False,Suburb,False,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,HundredThou,HundredThou
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Football,False,FiveThou,False,Expert,False,Good,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Middle,False,Normal,True,Current,FamilySedan,False,Suburb,False,Football,False,TwentyThou,True,SubStandard,False,Good,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Fair,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Adventurous,True,Current,SportsCar,False,City,False,EggShell,True,TwentyThou,True,Normal,False,Fair,Poor,One,Moderate,Severe,Thousand,Thousand,TenThou,HundredThou,HundredThou
Adult,TwentyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,True,Tank,False,TwentyThou,True,SubStandard,False,Excellent,Poor,Many,Severe,Moderate,TenThou,Thousand,Thousand,TenThou,TenThou
Adult,FiftyThou,Prole,False,Normal,True,Older,Economy,False,City,True,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Adventurous,False,Older,FamilySedan,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Poor,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Cautious,False,Older,Economy,True,City,True,EggShell,False,TenThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Middle,False,Cautious,True,Older,FamilySedan,True,Secure,True,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Normal,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,UpperMiddle,True,Adventurous,True,Current,FamilySedan,False,City,False,Football,False,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,False,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Cautious,True,Current,Luxury,False,Secure,True,Football,True,FiftyThou,True,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,UpperMiddle,False,Cautious,True,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,Normal,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Cautious,False,Older,FamilySedan,False,City,True,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Cautious,True,Older,FamilySedan,False,Secure,True,Football,False,FiveThou,False,Normal,False,Good,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,FiveThou,Middle,False,Normal,True,Older,FamilySedan,False,Suburb,False,Tank,False,TwentyThou,False,SubStandard,False,Excellent,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,TwentyThou,Prole,False,Cautious,True,Current,Economy,False,City,True,EggShell,False,TenThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Cautious,True,Older,Economy,True,City,True,EggShell,False,FiveThou,False,Expert,False,Poor,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiveThou,UpperMiddle,False,Cautious,True,Older,Luxury,False,Secure,True,Football,False,FiftyThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Prole,False,Adventurous,True,Older,Economy,False,Rural,False,EggShell,False,TenThou,False,Normal,False,Poor,Excellent,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,Domino,Middle,False,Adventurous,True,Older,FamilySedan,False,City,False,Football,False,FiveThou,False,Normal,False,Fair,Poor,One,Moderate,Moderate,HundredThou,Thousand,Thousand,Thousand,HundredThou
Adult,TwentyThou,UpperMiddle,False,Normal,False,Current,FamilySedan,False,Rural,True,Football,False,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,UpperMiddle,False,Normal,False,Current,FamilySedan,False,Suburb,True,EggShell,True,TwentyThou,True,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Normal,False,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiveThou,Prole,False,Adventurous,True,Older,FamilySedan,False,City,False,Football,False,TenThou,False,Expert,False,Fair,Excellent,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,Middle,False,Normal,False,Current,SportsCar,False,Suburb,False,EggShell,True,TenThou,True,SubStandard,False,Good,Poor,Many,Moderate,Moderate,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,FiveThou,Prole,False,Cautious,False,Older,Economy,False,City,True,EggShell,False,TenThou,False,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,False,Adventurous,False,Older,SportsCar,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Poor,Poor,One,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,TwentyThou,Middle,False,Adventurous,False,Older,FamilySedan,False,Suburb,False,Tank,False,FiveThou,False,SubStandard,False,Excellent,Poor,Many,Mild,Mild,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,FiftyThou,Prole,False,Normal,False,Older,FamilySedan,True,City,False,Football,False,FiveThou,False,Normal,False,Fair,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Senior,TwentyThou,Prole,False,Adventurous,False,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Excellent,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,False,Cautious,True,Current,Economy,False,Secure,True,EggShell,False,TenThou,True,Normal,False,Fair,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,TwentyThou,Prole,False,Normal,False,Current,Economy,False,City,False,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Prole,False,Normal,False,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,HundredThou,Million,Thousand,TenThou,HundredThou
Adult,FiveThou,Prole,False,Adventurous,True,Older,SportsCar,False,City,False,EggShell,False,TenThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Senior,Domino,Middle,False,Cautious,False,Older,FamilySedan,True,Secure,True,Football,False,FiveThou,False,Normal,False,Poor,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,FiftyThou,Prole,False,Normal,False,Older,Economy,False,Rural,False,EggShell,False,FiveThou,False,Normal,False,Fair,Normal,Many,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiveThou,Prole,False,Cautious,False,Current,FamilySedan,False,City,True,Tank,False,TwentyThou,True,Normal,False,Excellent,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,False,Adventurous,True,Older,FamilySedan,False,Suburb,False,Football,False,TwentyThou,True,Normal,False,Good,Excellent,One,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adolescent,TwentyThou,UpperMiddle,True,Adventurous,True,Current,Luxury,False,City,False,Tank,True,FiftyThou,True,SubStandard,False,Excellent,Poor,Many,Mild,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adolescent,FiftyThou,Prole,False,Adventurous,False,Current,Economy,False,City,False,Football,False,TenThou,True,Normal,False,Good,Normal,Zero,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Adventurous,False,Older,FamilySedan,False,City,False,Football,False,FiveThou,False,SubStandard,False,Good,Poor,Many,Severe,Severe,Thousand,Thousand,Thousand,TenThou,TenThou
Adult,FiftyThou,UpperMiddle,False,Cautious,True,Current,SportsCar,False,Secure,True,EggShell,True,TwentyThou,True,SubStandard,False,Poor,Poor,Zero,None,None,Thousand,Thousand,Thousand,Thousand,Thousand
Adult,FiftyThou,Middle,False,Normal,True,Older,Economy,False,Suburb,True,EggShell,False,FiveThou,False,SubStandard,False,Fair,Poor,Many,None,None,Thousand,Thousand,Thousand,Thousand,TenThou
Adult,FiftyThou,Prole,False,Adventurous,True,Older,Economy,False,City,False,EggShell,False,FiveThou,False,SubStandard,False,Poor,Poor,Many,Severe,Severe,Thousand,Million,Thousand,TenThou,HundredThou
